text,complexity,domain,severity,tone,resolution_hint,requires_onsite
"I'm having trouble with my workstation, everything is freezing and I get an error message saying 'device manager not found'. Please help! My team can't work on a critical report.",complex,hardware,critical,frustrated,Check device manager settings and ensure compatibility with current software version,true
"Our entire office is experiencing printer issues. Ink cartridges are clogged, paper jams galore. We've tried restarting the printer, updating drivers, nothing works.",complex,hardware,high,urgent,Perform a thorough printer maintenance and update firmware to latest version,true
The IT department is down! Our entire lab's desktops won't boot. Error message says 'BIOS corrupted'. What do we do? We're in the middle of an experiment.,complex,hardware,critical,panicked,Reflash BIOS and perform thorough system checks to ensure data integrity,true
"I just got a new laptop, but the USB ports are not working. I've tried different cables, updating drivers, nothing helps. It's really slowing down my workflow.",complex,hardware,high,confused,Check BIOS settings and ensure USB controller is enabled and functioning correctly,true
"Our entire floor is experiencing a massive keyboard issue. Keys are sticking, not registering, causing major productivity loss.",complex,hardware,high,frustrated,Perform a thorough cleaning and lubrication of keyboards to resolve stuck keys,true
Laptop not turning on. Tried charging cable and outlet. Multiple users affected. Please fix ASAP.,complex,hardware,critical,urgent,Check power cord for damage and test charger with another device.,true
Printer won't print in color. We have 50 users relying on it. Can you help ASAP?,complex,hardware,high,frustrated,Check printer settings and color calibration for mismatches.,true
"Keyboards on multiple desktops not responding. Tried rebooting, but issue persists. Production affected.",complex,hardware,critical,panicked,Check keyboard settings and drivers for conflicts with other peripherals.,true
Monitor flickering on all desks. Can't use it until fixed. Estimated 15 users affected so far.,complex,hardware,high,calm,Inspect monitor cables and adjust display settings for stability.,true
USB peripherals not detected on multiple laptops. We have 20 users impacted. Please investigate root cause.,complex,hardware,critical,confused,Check USB ports and devices for compatibility issues or faulty hardware.,true
Laptop not booting after BIOS update. Multiple attempts failed. Display shows 'No Bootable Device'. Users 15+ affected.,complex,hardware,critical,frustrated,"Revert BIOS update and restore default settings, then re-attempt update.",True
Printer stopped printing in color after installing new driver. Users complaining about lost productivity. No error messages.,complex,hardware,high,urgent,Uninstall and re-install the printer driver to resolve the issue.,True
"Desktop freezing frequently, multiple users experiencing. No apparent pattern or error messages. Thinking it's hardware related.",complex,hardware,critical,panicked,Run a thorough memory and disk check to identify the root cause of the issue.,True
Keyboards on multiple machines stopped working after cleaning. Users complaining about slow typing speed. No other peripherals affected.,complex,hardware,high,calm,Try reinstalling the keyboard drivers and checking for any dust or debris issues.,True
"Multiple users reporting monitor glitches, distorted images, and screen flickering. Thought it was just one user's issue but it's widespread.",complex,hardware,critical,confused,Run a thorough video driver update and check for any hardware conflicts with the monitors.,True
"my excel file won't open, it just crashes when i try to edit a cell",simple,software,medium,frustrated,try updating excel to latest version,false
i installed chrome but now all my bookmarks are gone from firefox,simple,software,low,calm,check browser settings for bookmark syncing issues,false
